Turn, PlayerIndex, Control, HeroesDiscovered, HeroesClaimed, HeroesRecalled, DiscoveryOrder
39, 5, AI, 0, 0, 0, Rebuilding Discovery Order
39, 6, AI, 0, 0, 0, Rebuilding Discovery Order
39, 7, AI, 0, 0, 0, Rebuilding Discovery Order
39, 8, AI, 0, 0, 0, Rebuilding Discovery Order
39, 9, AI, 0, 0, 0, Rebuilding Discovery Order
40, 0, Human, 0, 0, 0, Rebuilding Discovery Order
40, 1, AI, 0, 0, 0, Rebuilding Discovery Order
40, 2, AI, 0, 0, 0, Rebuilding Discovery Order
40, 3, AI, 0, 0, 0, Rebuilding Discovery Order
40, 4, AI, 0, 0, 0, Rebuilding Discovery Order
40, 5, AI, 0, 0, 0, Rebuilding Discovery Order
40, 6, AI, 0, 0, 0, Rebuilding Discovery Order
40, 7, AI, 0, 0, 0, Rebuilding Discovery Order
40, 8, AI, 0, 0, 0, Rebuilding Discovery Order
40, 9, AI, 0, 0, 0, Rebuilding Discovery Order
41, 0, Human, 0, 0, 0, Rebuilding Discovery Order
41, 1, AI, 0, 0, 0, Rebuilding Discovery Order
41, 2, AI, 0, 0, 0, Rebuilding Discovery Order
41, 3, AI, 0, 0, 0, Rebuilding Discovery Order
41, 4, AI, 0, 0, 0, Rebuilding Discovery Order
41, 5, AI, 0, 0, 0, Rebuilding Discovery Order
41, 6, AI, 0, 0, 0, Rebuilding Discovery Order
41, 7, AI, 0, 0, 0, Rebuilding Discovery Order
41, 8, AI, 0, 0, 0, Rebuilding Discovery Order
41, 9, AI, 0, 0, 0, Rebuilding Discovery Order
42, 0, Human, 0, 0, 0, Rebuilding Discovery Order
42, 1, AI, 0, 0, 0, Rebuilding Discovery Order
42, 2, AI, 0, 0, 0, Rebuilding Discovery Order
42, 3, AI, 0, 0, 0, Rebuilding Discovery Order
42, 4, AI, 0, 0, 0, Rebuilding Discovery Order
42, 5, AI, 0, 0, 0, Rebuilding Discovery Order
42, 6, AI, 0, 0, 0, Rebuilding Discovery Order
42, 7, AI, 0, 0, 0, Rebuilding Discovery Order
42, 8, AI, 0, 0, 0, Rebuilding Discovery Order
42, 9, AI, 0, 0, 0, Rebuilding Discovery Order
43, 0, Human, 0, 0, 0, Rebuilding Discovery Order
43, 1, AI, 0, 0, 0, Rebuilding Discovery Order
43, 2, AI, 0, 0, 0, Rebuilding Discovery Order
43, 3, AI, 0, 0, 0, Rebuilding Discovery Order
43, 4, AI, 0, 0, 0, Rebuilding Discovery Order
43, 5, AI, 0, 0, 0, Rebuilding Discovery Order
43, 6, AI, 0, 0, 0, Rebuilding Discovery Order
43, 7, AI, 0, 0, 0, Rebuilding Discovery Order
43, 8, AI, 0, 0, 0, Rebuilding Discovery Order
43, 9, AI, 0, 0, 0, Rebuilding Discovery Order
44, 0, Human, 0, 0, 0, Rebuilding Discovery Order
44, 1, AI, 0, 0, 0, Rebuilding Discovery Order
44, 2, AI, 0, 0, 0, Rebuilding Discovery Order
44, 3, AI, 0, 0, 0, Rebuilding Discovery Order
44, 4, AI, 0, 0, 0, Rebuilding Discovery Order
44, 5, AI, 0, 0, 0, Rebuilding Discovery Order
44, 6, AI, 0, 0, 0, Rebuilding Discovery Order
44, 7, AI, 0, 0, 0, Rebuilding Discovery Order
44, 8, AI, 0, 0, 0, Rebuilding Discovery Order
44, 9, AI, 0, 0, 0, Rebuilding Discovery Order
45, 0, Human, 0, 0, 0, Rebuilding Discovery Order
45, 1, AI, 0, 0, 0, Rebuilding Discovery Order
45, 2, AI, 0, 0, 0, Rebuilding Discovery Order
45, 3, AI, 0, 0, 0, Rebuilding Discovery Order
45, 4, AI, 0, 0, 0, Rebuilding Discovery Order
45, 5, AI, 0, 0, 0, Rebuilding Discovery Order
45, 6, AI, 0, 0, 0, Rebuilding Discovery Order
45, 7, AI, 0, 0, 0, Rebuilding Discovery Order
45, 8, AI, 0, 0, 0, Rebuilding Discovery Order
45, 9, AI, 0, 0, 0, Rebuilding Discovery Order
46, 0, Human, 0, 0, 0, Rebuilding Discovery Order
46, 1, AI, 0, 0, 0, Rebuilding Discovery Order
46, 2, AI, 0, 0, 0, Rebuilding Discovery Order
46, 3, AI, 0, 0, 0, Rebuilding Discovery Order
46, 4, AI, 0, 0, 0, Rebuilding Discovery Order
46, 5, AI, 0, 0, 0, Rebuilding Discovery Order
46, 6, AI, 0, 0, 0, Rebuilding Discovery Order
46, 7, AI, 0, 0, 0, Rebuilding Discovery Order
46, 8, AI, 0, 0, 0, Rebuilding Discovery Order
46, 9, AI, 0, 0, 0, Rebuilding Discovery Order
47, 0, Human, 0, 0, 0, Rebuilding Discovery Order
47, 1, AI, 0, 0, 0, Rebuilding Discovery Order
47, 2, AI, 0, 0, 0, Rebuilding Discovery Order
47, 3, AI, 0, 0, 0, Rebuilding Discovery Order
47, 4, AI, 0, 0, 0, Rebuilding Discovery Order
47, 5, AI, 0, 0, 0, Rebuilding Discovery Order
47, 6, AI, 0, 0, 0, Rebuilding Discovery Order
47, 7, AI, 0, 0, 0, Rebuilding Discovery Order
47, 8, AI, 0, 0, 0, Rebuilding Discovery Order
47, 9, AI, 0, 0, 0, Rebuilding Discovery Order
48, 0, Human, 0, 0, 0, Rebuilding Discovery Order
48, 1, AI, 0, 0, 0, Rebuilding Discovery Order
48, 2, AI, 0, 0, 0, Rebuilding Discovery Order
48, 3, AI, 0, 0, 0, Rebuilding Discovery Order
48, 4, AI, 0, 0, 0, Rebuilding Discovery Order
48, 5, AI, 0, 0, 0, Rebuilding Discovery Order
48, 6, AI, 0, 0, 0, Rebuilding Discovery Order
48, 7, AI, 0, 0, 0, Rebuilding Discovery Order
48, 8, AI, 0, 0, 0, Rebuilding Discovery Order
48, 9, AI, 0, 0, 0, Rebuilding Discovery Order
49, 0, Human, 0, 0, 0, Rebuilding Discovery Order
49, 1, AI, 0, 0, 0, Rebuilding Discovery Order
49, 2, AI, 0, 0, 0, Rebuilding Discovery Order
49, 3, AI, 0, 0, 0, Rebuilding Discovery Order
49, 4, AI, 0, 0, 0, Rebuilding Discovery Order
49, 5, AI, 0, 0, 0, Rebuilding Discovery Order
49, 6, AI, 0, 0, 0, Rebuilding Discovery Order
49, 7, AI, 0, 0, 0, Rebuilding Discovery Order
49, 8, AI, 0, 0, 0, Rebuilding Discovery Order
49, 9, AI, 0, 0, 0, Rebuilding Discovery Order
50, 0, Human, 0, 0, 0, Rebuilding Discovery Order
50, 1, AI, 0, 0, 0, Rebuilding Discovery Order
50, 2, AI, 0, 0, 0, Rebuilding Discovery Order
50, 3, AI, 0, 0, 0, Rebuilding Discovery Order
50, 4, AI, 0, 0, 0, Rebuilding Discovery Order
50, 5, AI, 0, 0, 0, Rebuilding Discovery Order
50, 6, AI, 0, 0, 0, Rebuilding Discovery Order
50, 7, AI, 0, 0, 0, Rebuilding Discovery Order
50, 8, AI, 0, 0, 0, Rebuilding Discovery Order
50, 9, AI, 0, 0, 0, Rebuilding Discovery Order
51, 0, Human, 0, 0, 0, Rebuilding Discovery Order
51, 1, AI, 0, 0, 0, Rebuilding Discovery Order
51, 2, AI, 0, 0, 0, Rebuilding Discovery Order
51, 3, AI, 0, 0, 0, Rebuilding Discovery Order
51, 4, AI, 0, 0, 0, Rebuilding Discovery Order
51, 5, AI, 0, 0, 0, Rebuilding Discovery Order
51, 6, AI, 0, 0, 0, Rebuilding Discovery Order
51, 7, AI, 0, 0, 0, Rebuilding Discovery Order
51, 8, AI, 0, 0, 0, Rebuilding Discovery Order
51, 9, AI, 0, 0, 0, Rebuilding Discovery Order
52, 0, Human, 0, 0, 0, Rebuilding Discovery Order
52, 1, AI, 0, 0, 0, Rebuilding Discovery Order
52, 2, AI, 0, 0, 0, Rebuilding Discovery Order
52, 3, AI, 0, 0, 0, Rebuilding Discovery Order
52, 4, AI, 0, 0, 0, Rebuilding Discovery Order
52, 5, AI, 0, 0, 0, Rebuilding Discovery Order
52, 6, AI, 0, 0, 0, Rebuilding Discovery Order
52, 7, AI, 0, 0, 0, Rebuilding Discovery Order
52, 8, AI, 0, 0, 0, Rebuilding Discovery Order
52, 9, AI, 0, 0, 0, Rebuilding Discovery Order
53, 0, Human, 0, 0, 0, Rebuilding Discovery Order
53, 1, AI, 0, 0, 0, Rebuilding Discovery Order
53, 2, AI, 0, 0, 0, Rebuilding Discovery Order
53, 3, AI, 0, 0, 0, Rebuilding Discovery Order
53, 4, AI, 0, 0, 0, Rebuilding Discovery Order
53, 5, AI, 0, 0, 0, Rebuilding Discovery Order
53, 6, AI, 0, 0, 0, Rebuilding Discovery Order
53, 7, AI, 0, 0, 0, Rebuilding Discovery Order
53, 8, AI, 0, 0, 0, Rebuilding Discovery Order
53, 9, AI, 0, 0, 0, Rebuilding Discovery Order
54, 0, Human, 0, 0, 0, Rebuilding Discovery Order
54, 1, AI, 0, 0, 0, Rebuilding Discovery Order
54, 2, AI, 0, 0, 0, Rebuilding Discovery Order
54, 3, AI, 0, 0, 0, Rebuilding Discovery Order
54, 4, AI, 0, 0, 0, Rebuilding Discovery Order
54, 5, AI, 0, 0, 0, Rebuilding Discovery Order
54, 6, AI, 0, 0, 0, Rebuilding Discovery Order
54, 7, AI, 0, 0, 0, Rebuilding Discovery Order
54, 8, AI, 0, 0, 0, Rebuilding Discovery Order
54, 9, AI, 0, 0, 0, Rebuilding Discovery Order
55, 0, Human, 0, 0, 0, Rebuilding Discovery Order
55, 1, AI, 0, 0, 0, Rebuilding Discovery Order
55, 2, AI, 0, 0, 0, Rebuilding Discovery Order
55, 3, AI, 0, 0, 0, Rebuilding Discovery Order
55, 4, AI, 0, 0, 0, Rebuilding Discovery Order
55, 5, AI, 0, 0, 0, Rebuilding Discovery Order
55, 6, AI, 0, 0, 0, Rebuilding Discovery Order
55, 7, AI, 0, 0, 0, Rebuilding Discovery Order
55, 8, AI, 0, 0, 0, Rebuilding Discovery Order
55, 9, AI, 0, 0, 0, Rebuilding Discovery Order
56, 0, Human, 0, 0, 0, Rebuilding Discovery Order
56, 1, AI, 0, 0, 0, Rebuilding Discovery Order
56, 2, AI, 0, 0, 0, Rebuilding Discovery Order
56, 3, AI, 0, 0, 0, Rebuilding Discovery Order
56, 4, AI, 0, 0, 0, Rebuilding Discovery Order
56, 5, AI, 0, 0, 0, Rebuilding Discovery Order
56, 6, AI, 0, 0, 0, Rebuilding Discovery Order
56, 7, AI, 0, 0, 0, Rebuilding Discovery Order
56, 8, AI, 0, 0, 0, Rebuilding Discovery Order
56, 9, AI, 0, 0, 0, Rebuilding Discovery Order
57, 0, Human, 0, 0, 0, Rebuilding Discovery Order
57, 1, AI, 0, 0, 0, Rebuilding Discovery Order
57, 2, AI, 0, 0, 0, Rebuilding Discovery Order
57, 3, AI, 0, 0, 0, Rebuilding Discovery Order
57, 4, AI, 0, 0, 0, Rebuilding Discovery Order
57, 5, AI, 0, 0, 0, Rebuilding Discovery Order
57, 6, AI, 0, 0, 0, Rebuilding Discovery Order
57, 7, AI, 0, 0, 0, Rebuilding Discovery Order
57, 8, AI, 0, 0, 0, Rebuilding Discovery Order
57, 9, AI, 0, 0, 0, Rebuilding Discovery Order
58, 0, Human, 0, 0, 0, Rebuilding Discovery Order
58, 1, AI, 0, 0, 0, Rebuilding Discovery Order
58, 2, AI, 0, 0, 0, Rebuilding Discovery Order
58, 3, AI, 0, 0, 0, Rebuilding Discovery Order
58, 4, AI, 0, 0, 0, Rebuilding Discovery Order
58, 5, AI, 0, 0, 0, Rebuilding Discovery Order
58, 6, AI, 0, 0, 0, Rebuilding Discovery Order
58, 7, AI, 0, 0, 0, Rebuilding Discovery Order
58, 8, AI, 0, 0, 0, Rebuilding Discovery Order
58, 9, AI, 0, 0, 0, Rebuilding Discovery Order
59, 0, Human, 0, 0, 0, Rebuilding Discovery Order
59, 1, AI, 0, 0, 0, Rebuilding Discovery Order
59, 2, AI, 0, 0, 0, Rebuilding Discovery Order
59, 3, AI, 0, 0, 0, Rebuilding Discovery Order
59, 4, AI, 0, 0, 0, Rebuilding Discovery Order
59, 5, AI, 0, 0, 0, Rebuilding Discovery Order
59, 6, AI, 0, 0, 0, Rebuilding Discovery Order
59, 7, AI, 0, 0, 0, Rebuilding Discovery Order
59, 8, AI, 0, 0, 0, Rebuilding Discovery Order
59, 9, AI, 0, 0, 0, Rebuilding Discovery Order
60, 0, Human, 0, 0, 0, Rebuilding Discovery Order
60, 1, AI, 0, 0, 0, Rebuilding Discovery Order
60, 2, AI, 0, 0, 0, Rebuilding Discovery Order
60, 3, AI, 0, 0, 0, Rebuilding Discovery Order
60, 4, AI, 0, 0, 0, Rebuilding Discovery Order
60, 5, AI, 0, 0, 0, Rebuilding Discovery Order
60, 6, AI, 0, 0, 0, Rebuilding Discovery Order
60, 7, AI, 0, 0, 0, Rebuilding Discovery Order
60, 8, AI, 0, 0, 0, Rebuilding Discovery Order
60, 9, AI, 0, 0, 0, Rebuilding Discovery Order
61, 0, Human, 0, 0, 0, Rebuilding Discovery Order
61, 1, AI, 0, 0, 0, Rebuilding Discovery Order
61, 2, AI, 0, 0, 0, Rebuilding Discovery Order
61, 3, AI, 0, 0, 0, Rebuilding Discovery Order
61, 4, AI, 0, 0, 0, Rebuilding Discovery Order
61, 5, AI, 0, 0, 0, Rebuilding Discovery Order
61, 6, AI, 0, 0, 0, Rebuilding Discovery Order
61, 7, AI, 0, 0, 0, Rebuilding Discovery Order
61, 8, AI, 0, 0, 0, Rebuilding Discovery Order
61, 9, AI, 0, 0, 0, Rebuilding Discovery Order
62, 0, Human, 0, 0, 0, Rebuilding Discovery Order
62, 1, AI, 0, 0, 0, Rebuilding Discovery Order
62, 2, AI, 0, 0, 0, Rebuilding Discovery Order
62, 3, AI, 0, 0, 0, Rebuilding Discovery Order
62, 4, AI, 0, 0, 0, Rebuilding Discovery Order
62, 5, AI, 0, 0, 0, Rebuilding Discovery Order
62, 6, AI, 0, 0, 0, Rebuilding Discovery Order
62, 7, AI, 0, 0, 0, Rebuilding Discovery Order
62, 8, AI, 0, 0, 0, Rebuilding Discovery Order
62, 9, AI, 0, 0, 0, Rebuilding Discovery Order
63, 0, Human, 0, 0, 0, Rebuilding Discovery Order
63, 1, AI, 0, 0, 0, Rebuilding Discovery Order
63, 2, AI, 0, 0, 0, Rebuilding Discovery Order
63, 3, AI, 0, 0, 0, Rebuilding Discovery Order
63, 4, AI, 0, 0, 0, Rebuilding Discovery Order
63, 5, AI, 0, 0, 0, Rebuilding Discovery Order
63, 6, AI, 0, 0, 0, Rebuilding Discovery Order
63, 7, AI, 0, 0, 0, Rebuilding Discovery Order
63, 8, AI, 0, 0, 0, Rebuilding Discovery Order
63, 9, AI, 0, 0, 0, Rebuilding Discovery Order
64, 0, Human, 0, 0, 0, Rebuilding Discovery Order
64, 1, AI, 0, 0, 0, Rebuilding Discovery Order
64, 2, AI, 0, 0, 0, Rebuilding Discovery Order
64, 3, AI, 0, 0, 0, Rebuilding Discovery Order
64, 4, AI, 0, 0, 0, Rebuilding Discovery Order
64, 5, AI, 0, 0, 0, Rebuilding Discovery Order
64, 6, AI, 0, 0, 0, Rebuilding Discovery Order
64, 7, AI, 0, 0, 0, Rebuilding Discovery Order
64, 8, AI, 0, 0, 0, Rebuilding Discovery Order
64, 9, AI, 0, 0, 0, Rebuilding Discovery Order
65, 0, Human, 0, 0, 0, Rebuilding Discovery Order
65, 1, AI, 0, 0, 0, Rebuilding Discovery Order
65, 2, AI, 0, 0, 0, Rebuilding Discovery Order
65, 3, AI, 0, 0, 0, Rebuilding Discovery Order
65, 4, AI, 0, 0, 0, Rebuilding Discovery Order
65, 5, AI, 0, 0, 0, Rebuilding Discovery Order
65, 6, AI, 0, 0, 0, Rebuilding Discovery Order
65, 7, AI, 0, 0, 0, Rebuilding Discovery Order
65, 8, AI, 0, 0, 0, Rebuilding Discovery Order
65, 9, AI, 0, 0, 0, Rebuilding Discovery Order
66, 0, Human, 0, 0, 0, Rebuilding Discovery Order
66, 1, AI, 0, 0, 0, Rebuilding Discovery Order
66, 2, AI, 0, 0, 0, Rebuilding Discovery Order
66, 3, AI, 0, 0, 0, Rebuilding Discovery Order
66, 4, AI, 0, 0, 0, Rebuilding Discovery Order
66, 5, AI, 0, 0, 0, Rebuilding Discovery Order
66, 6, AI, 0, 0, 0, Rebuilding Discovery Order
66, 7, AI, 0, 0, 0, Rebuilding Discovery Order
66, 8, AI, 0, 0, 0, Rebuilding Discovery Order
66, 9, AI, 0, 0, 0, Rebuilding Discovery Order
67, 0, Human, 0, 0, 0, Rebuilding Discovery Order
67, 1, AI, 0, 0, 0, Rebuilding Discovery Order
67, 2, AI, 0, 0, 0, Rebuilding Discovery Order
67, 3, AI, 0, 0, 0, Rebuilding Discovery Order
67, 4, AI, 0, 0, 0, Rebuilding Discovery Order
67, 5, AI, 0, 0, 0, Rebuilding Discovery Order
67, 6, AI, 0, 0, 0, Rebuilding Discovery Order
67, 7, AI, 0, 0, 0, Rebuilding Discovery Order
67, 8, AI, 0, 0, 0, Rebuilding Discovery Order
67, 9, AI, 0, 0, 0, Rebuilding Discovery Order
68, 0, Human, 0, 0, 0, Rebuilding Discovery Order
68, 1, AI, 0, 0, 0, Rebuilding Discovery Order
68, 2, AI, 0, 0, 0, Rebuilding Discovery Order
68, 3, AI, 0, 0, 0, Rebuilding Discovery Order
68, 4, AI, 0, 0, 0, Rebuilding Discovery Order
68, 5, AI, 0, 0, 0, Rebuilding Discovery Order
68, 6, AI, 0, 0, 0, Rebuilding Discovery Order
68, 7, AI, 0, 0, 0, Rebuilding Discovery Order
68, 8, AI, 0, 0, 0, Rebuilding Discovery Order
68, 9, AI, 0, 0, 0, Rebuilding Discovery Order
69, 0, Human, 0, 0, 0, Rebuilding Discovery Order
69, 1, AI, 0, 0, 0, Rebuilding Discovery Order
69, 2, AI, 0, 0, 0, Rebuilding Discovery Order
69, 3, AI, 0, 0, 0, Rebuilding Discovery Order
69, 4, AI, 0, 0, 0, Rebuilding Discovery Order
69, 5, AI, 0, 0, 0, Rebuilding Discovery Order
69, 6, AI, 0, 0, 0, Rebuilding Discovery Order
69, 7, AI, 0, 0, 0, Rebuilding Discovery Order
69, 8, AI, 0, 0, 0, Rebuilding Discovery Order
69, 9, AI, 0, 0, 0, Rebuilding Discovery Order
70, 0, Human, 0, 0, 0, Rebuilding Discovery Order
70, 1, AI, 0, 0, 0, Rebuilding Discovery Order
70, 2, AI, 0, 0, 0, Rebuilding Discovery Order
70, 3, AI, 0, 0, 0, Rebuilding Discovery Order
70, 4, AI, 0, 0, 0, Rebuilding Discovery Order
70, 5, AI, 0, 0, 0, Rebuilding Discovery Order
70, 6, AI, 0, 0, 0, Rebuilding Discovery Order
70, 7, AI, 0, 0, 0, Rebuilding Discovery Order
70, 8, AI, 0, 0, 0, Rebuilding Discovery Order
70, 9, AI, 0, 0, 0, Rebuilding Discovery Order
71, 0, Human, 0, 0, 0, Rebuilding Discovery Order
71, 1, AI, 0, 0, 0, Rebuilding Discovery Order
71, 2, AI, 0, 0, 0, Rebuilding Discovery Order
71, 3, AI, 0, 0, 0, Rebuilding Discovery Order
71, 4, AI, 0, 0, 0, Rebuilding Discovery Order
71, 5, AI, 0, 0, 0, Rebuilding Discovery Order
71, 6, AI, 0, 0, 0, Rebuilding Discovery Order
71, 7, AI, 0, 0, 0, Rebuilding Discovery Order
71, 8, AI, 0, 0, 0, Rebuilding Discovery Order
71, 9, AI, 0, 0, 0, Rebuilding Discovery Order
72, 0, Human, 0, 0, 0, Rebuilding Discovery Order
72, 1, AI, 0, 0, 0, Rebuilding Discovery Order
72, 2, AI, 0, 0, 0, Rebuilding Discovery Order
72, 3, AI, 0, 0, 0, Rebuilding Discovery Order
72, 4, AI, 0, 0, 0, Rebuilding Discovery Order
72, 5, AI, 0, 0, 0, Rebuilding Discovery Order
72, 6, AI, 0, 0, 0, Rebuilding Discovery Order
72, 7, AI, 0, 0, 0, Rebuilding Discovery Order
72, 8, AI, 0, 0, 0, Rebuilding Discovery Order
72, 9, AI, 0, 0, 0, Rebuilding Discovery Order
73, 0, Human, 0, 0, 0, Rebuilding Discovery Order
73, 1, AI, 0, 0, 0, Rebuilding Discovery Order
73, 2, AI, 0, 0, 0, Rebuilding Discovery Order
73, 3, AI, 0, 0, 0, Rebuilding Discovery Order
73, 4, AI, 0, 0, 0, Rebuilding Discovery Order
73, 5, AI, 0, 0, 0, Rebuilding Discovery Order
73, 6, AI, 0, 0, 0, Rebuilding Discovery Order
73, 7, AI, 0, 0, 0, Rebuilding Discovery Order
73, 8, AI, 0, 0, 0, Rebuilding Discovery Order
73, 9, AI, 0, 0, 0, Rebuilding Discovery Order
74, 0, Human, 0, 0, 0, Rebuilding Discovery Order
74, 1, AI, 0, 0, 0, Rebuilding Discovery Order
74, 2, AI, 0, 0, 0, Rebuilding Discovery Order
74, 3, AI, 0, 0, 0, Rebuilding Discovery Order
74, 4, AI, 0, 0, 0, Rebuilding Discovery Order
74, 5, AI, 0, 0, 0, Rebuilding Discovery Order
74, 6, AI, 0, 0, 0, Rebuilding Discovery Order
74, 7, AI, 0, 0, 0, Rebuilding Discovery Order
74, 8, AI, 0, 0, 0, Rebuilding Discovery Order
74, 9, AI, 0, 0, 0, Rebuilding Discovery Order
75, 0, Human, 0, 0, 0, Rebuilding Discovery Order
75, 1, AI, 0, 0, 0, Rebuilding Discovery Order
75, 2, AI, 0, 0, 0, Rebuilding Discovery Order
75, 3, AI, 0, 0, 0, Rebuilding Discovery Order
75, 4, AI, 0, 0, 0, Rebuilding Discovery Order
75, 5, AI, 0, 0, 0, Rebuilding Discovery Order
75, 6, AI, 0, 0, 0, Rebuilding Discovery Order
75, 7, AI, 0, 0, 0, Rebuilding Discovery Order
75, 8, AI, 0, 0, 0, Rebuilding Discovery Order
75, 9, AI, 0, 0, 0, Rebuilding Discovery Order
76, 0, Human, 0, 0, 0, Rebuilding Discovery Order
76, 1, AI, 0, 0, 0, Rebuilding Discovery Order
76, 2, AI, 0, 0, 0, Rebuilding Discovery Order
76, 3, AI, 0, 0, 0, Rebuilding Discovery Order
76, 4, AI, 0, 0, 0, Rebuilding Discovery Order
76, 5, AI, 0, 0, 0, Rebuilding Discovery Order
76, 6, AI, 0, 0, 0, Rebuilding Discovery Order
76, 7, AI, 0, 0, 0, Rebuilding Discovery Order
76, 8, AI, 0, 0, 0, Rebuilding Discovery Order
76, 9, AI, 0, 0, 0, Rebuilding Discovery Order
77, 0, Human, 0, 0, 0, Rebuilding Discovery Order
77, 1, AI, 0, 0, 0, Rebuilding Discovery Order
77, 2, AI, 0, 0, 0, Rebuilding Discovery Order
77, 3, AI, 0, 0, 0, Rebuilding Discovery Order
77, 4, AI, 0, 0, 0, Rebuilding Discovery Order
77, 5, AI, 0, 0, 0, Rebuilding Discovery Order
77, 6, AI, 0, 0, 0, Rebuilding Discovery Order
77, 7, AI, 0, 0, 0, Rebuilding Discovery Order
77, 8, AI, 0, 0, 0, Rebuilding Discovery Order
77, 9, AI, 0, 0, 0, Rebuilding Discovery Order
78, 0, Human, 0, 0, 0, Rebuilding Discovery Order
78, 1, AI, 0, 0, 0, Rebuilding Discovery Order
78, 2, AI, 0, 0, 0, Rebuilding Discovery Order
78, 3, AI, 0, 0, 0, Rebuilding Discovery Order
78, 4, AI, 0, 0, 0, Rebuilding Discovery Order
78, 5, AI, 0, 0, 0, Rebuilding Discovery Order
78, 6, AI, 0, 0, 0, Rebuilding Discovery Order
78, 7, AI, 0, 0, 0, Rebuilding Discovery Order
78, 8, AI, 0, 0, 0, Rebuilding Discovery Order
78, 9, AI, 0, 0, 0, Rebuilding Discovery Order
79, 0, Human, 0, 0, 0, Rebuilding Discovery Order
79, 1, AI, 0, 0, 0, Rebuilding Discovery Order
79, 2, AI, 0, 0, 0, Rebuilding Discovery Order
79, 3, AI, 0, 0, 0, Rebuilding Discovery Order
79, 4, AI, 0, 0, 0, Rebuilding Discovery Order
79, 5, AI, 0, 0, 0, Rebuilding Discovery Order
79, 6, AI, 0, 0, 0, Rebuilding Discovery Order
79, 7, AI, 0, 0, 0, Rebuilding Discovery Order
79, 8, AI, 0, 0, 0, Rebuilding Discovery Order
79, 9, AI, 0, 0, 0, Rebuilding Discovery Order
80, 0, Human, 0, 0, 0, Rebuilding Discovery Order
80, 1, AI, 0, 0, 0, Rebuilding Discovery Order
80, 2, AI, 0, 0, 0, Rebuilding Discovery Order
80, 3, AI, 0, 0, 0, Rebuilding Discovery Order
80, 4, AI, 0, 0, 0, Rebuilding Discovery Order
80, 5, AI, 0, 0, 0, Rebuilding Discovery Order
80, 6, AI, 0, 0, 0, Rebuilding Discovery Order
80, 7, AI, 0, 0, 0, Rebuilding Discovery Order
80, 8, AI, 0, 0, 0, Rebuilding Discovery Order
80, 9, AI, 0, 0, 0, Rebuilding Discovery Order
81, 0, Human, 0, 0, 0, Rebuilding Discovery Order
81, 1, AI, 0, 0, 0, Rebuilding Discovery Order
81, 2, AI, 0, 0, 0, Rebuilding Discovery Order
81, 3, AI, 0, 0, 0, Rebuilding Discovery Order
81, 4, AI, 0, 0, 0, Rebuilding Discovery Order
81, 5, AI, 0, 0, 0, Rebuilding Discovery Order
81, 6, AI, 0, 0, 0, Rebuilding Discovery Order
81, 7, AI, 0, 0, 0, Rebuilding Discovery Order
81, 8, AI, 0, 0, 0, Rebuilding Discovery Order
81, 9, AI, 0, 0, 0, Rebuilding Discovery Order
82, 0, Human, 0, 0, 0, Rebuilding Discovery Order
82, 1, AI, 0, 0, 0, Rebuilding Discovery Order
82, 2, AI, 0, 0, 0, Rebuilding Discovery Order
82, 3, AI, 0, 0, 0, Rebuilding Discovery Order
82, 4, AI, 0, 0, 0, Rebuilding Discovery Order
82, 5, AI, 0, 0, 0, Rebuilding Discovery Order
82, 6, AI, 0, 0, 0, Rebuilding Discovery Order
82, 7, AI, 0, 0, 0, Rebuilding Discovery Order
82, 8, AI, 0, 0, 0, Rebuilding Discovery Order
82, 9, AI, 0, 0, 0, Rebuilding Discovery Order
83, 0, Human, 0, 0, 0, Rebuilding Discovery Order
83, 1, AI, 0, 0, 0, Rebuilding Discovery Order
83, 2, AI, 0, 0, 0, Rebuilding Discovery Order
83, 3, AI, 0, 0, 0, Rebuilding Discovery Order
83, 4, AI, 0, 0, 0, Rebuilding Discovery Order
83, 5, AI, 0, 0, 0, Rebuilding Discovery Order
83, 6, AI, 0, 0, 0, Rebuilding Discovery Order
83, 7, AI, 0, 0, 0, Rebuilding Discovery Order
83, 8, AI, 0, 0, 0, Rebuilding Discovery Order
83, 9, AI, 0, 0, 0, Rebuilding Discovery Order
84, 0, Human, 0, 0, 0, Rebuilding Discovery Order
84, 1, AI, 0, 0, 0, Rebuilding Discovery Order
84, 2, AI, 0, 0, 0, Rebuilding Discovery Order
84, 3, AI, 0, 0, 0, Rebuilding Discovery Order
84, 4, AI, 0, 0, 0, Rebuilding Discovery Order
84, 5, AI, 0, 0, 0, Rebuilding Discovery Order
84, 6, AI, 0, 0, 0, Rebuilding Discovery Order
84, 7, AI, 0, 0, 0, Rebuilding Discovery Order
84, 8, AI, 0, 0, 0, Rebuilding Discovery Order
84, 9, AI, 0, 0, 0, Rebuilding Discovery Order
85, 0, Human, 0, 0, 0, Rebuilding Discovery Order
85, 1, AI, 0, 0, 0, Rebuilding Discovery Order
85, 2, AI, 0, 0, 0, Rebuilding Discovery Order
85, 3, AI, 0, 0, 0, Rebuilding Discovery Order
85, 4, AI, 0, 0, 0, Rebuilding Discovery Order
85, 5, AI, 0, 0, 0, Rebuilding Discovery Order
85, 6, AI, 0, 0, 0, Rebuilding Discovery Order
85, 7, AI, 0, 0, 0, Rebuilding Discovery Order
85, 8, AI, 0, 0, 0, Rebuilding Discovery Order
