Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
4, LOC_CITY_NAME_WASHINGTON, 6.0, UNIT_SCOUT, 18.0, 30, 0.0
4, LOC_CITY_NAME_QUSQU, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_LONDON, 9.6, UNIT_BUILDER, 9.6, 50, 0.0
4, LOC_CITY_NAME_MOHENJO_DARO, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_TARUGA, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_ANTIOCH, 2.0, BUILDING_MONUMENT, 6.0, 60, 0.0
4, LOC_CITY_NAME_KUMASI, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_AUCKLAND, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_ANTANANARIVO, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_BOLOGNA, 2.0, BUILDING_MONUMENT, 6.0, 60, 0.0
4, LOC_CITY_NAME_SAMARKAND, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_LISBON, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_HUNZA, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_PRESLAV, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_BRUSSELS, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_BANDAR_BRUNEI, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_SINGAPORE, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_AYUTTHAYA, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
5, LOC_CITY_NAME_LISBON_STK, 5.0, UNIT_SCOUT, 5.0, 30, 0.0
2, LOC_CITY_NAME_ADUATUCA, 8.0, UNIT_SCOUT, 8.0, 30, 0.0
2, LOC_CITY_NAME_MBANZA_KONGO, 8.0, UNIT_SCOUT, 8.0, 30, 0.0
2, LOC_CITY_NAME_TENOCHTITLAN, 8.0, UNIT_SCOUT, 8.0, 30, 0.0
2, LOC_CITY_NAME_ROME, 10.0, UNIT_SCOUT, 10.0, 30, 0.0
2, LOC_CITY_NAME_STIRLING, 14.0, UNIT_SCOUT, 14.0, 30, 0.0
2, LOC_CITY_NAME_CANBERRA, 8.0, UNIT_SCOUT, 8.0, 30, 0.0
2, LOC_CITY_NAME_PELLA, 12.0, UNIT_SCOUT, 12.0, 30, 0.0
2, LOC_CITY_NAME_SAMARKAND, 1.5, BUILDING_MONUMENT, 1.5, 60, 0.0
2, LOC_CITY_NAME_AUCKLAND, 1.5, BUILDING_MONUMENT, 1.5, 60, 0.0
2, LOC_CITY_NAME_MUSCAT, 1.5, BUILDING_MONUMENT, 1.5, 60, 0.0
2, LOC_CITY_NAME_GENEVA, 1.5, BUILDING_MONUMENT, 1.5, 60, 0.0
2, LOC_CITY_NAME_JOHANNESBURG, 2.0, BUILDING_MONUMENT, 2.0, 60, 0.0
2, LOC_CITY_NAME_LISBON, 2.0, BUILDING_MONUMENT, 2.0, 60, 0.0
2, LOC_CITY_NAME_SINGAPORE, 1.5, BUILDING_MONUMENT, 1.5, 60, 0.0
2, LOC_CITY_NAME_BOLOGNA, 2.0, BUILDING_MONUMENT, 2.0, 60, 0.0
2, LOC_CITY_NAME_KUMASI, 2.5, BUILDING_MONUMENT, 2.5, 60, 0.0
2, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 2.5, 60, 0.0
2, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 3.0, 60, 0.0
2, LOC_CITY_NAME_MOHENJO_DARO, 3.0, BUILDING_MONUMENT, 3.0, 60, 0.0
2, LOC_CITY_NAME_ANTIOCH, 3.0, BUILDING_MONUMENT, 3.0, 60, 0.0
2, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 2.0, 60, 0.0
2, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 3.5, 60, 0.0
3, LOC_CITY_NAME_ROME, 10.0, UNIT_SCOUT, 20.0, 30, 0.0
3, LOC_CITY_NAME_BABYLON_STK, 8.0, UNIT_SCOUT, 8.0, 30, 0.0
3, LOC_CITY_NAME_STIRLING, 14.0, UNIT_SCOUT, 28.0, 30, 0.0
3, LOC_CITY_NAME_PATNA, 10.0, UNIT_SCOUT, 10.0, 30, 0.0
3, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 5.0, 60, 0.0
3, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 6.0, 60, 0.0
3, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 4.0, 60, 0.0
3, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 7.0, 60, 0.0
4, LOC_CITY_NAME_ADUATUCA, 16.0, BUILDING_MONUMENT, 16.0, 60, 0.0
4, LOC_CITY_NAME_MBANZA_KONGO, 16.0, BUILDING_MONUMENT, 16.0, 60, 0.0
4, LOC_CITY_NAME_TENOCHTITLAN, 16.0, BUILDING_MONUMENT, 16.0, 60, 0.0
4, LOC_CITY_NAME_ROME, 10.0, UNIT_SCOUT, 30.0, 30, 0.0
4, LOC_CITY_NAME_STIRLING, 14.0, UNIT_SCOUT, 42.0, 30, 12.0
4, LOC_CITY_NAME_CANBERRA, 16.0, BUILDING_MONUMENT, 16.0, 60, 0.0
4, LOC_CITY_NAME_PELLA, 24.0, UNIT_SLINGER, 24.0, 35, 0.0
4, LOC_CITY_NAME_SAMARKAND, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_AUCKLAND, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_MUSCAT, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_GENEVA, 9.0, UNIT_WARRIOR, 9.0, 40, 0.0
4, LOC_CITY_NAME_JOHANNESBURG, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_LISBON, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_SINGAPORE, 9.0, UNIT_BUILDER, 9.0, 50, 0.0
4, LOC_CITY_NAME_BOLOGNA, 12.0, UNIT_BUILDER, 12.0, 50, 0.0
4, LOC_CITY_NAME_KUMASI, 15.0, UNIT_BUILDER, 15.0, 50, 0.0
4, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 7.5, 60, 0.0
4, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 9.0, 60, 0.0
4, LOC_CITY_NAME_MOHENJO_DARO, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_ANTIOCH, 18.0, UNIT_BUILDER, 18.0, 50, 0.0
4, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 6.0, 60, 0.0
4, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 10.5, 60, 0.0
5, LOC_CITY_NAME_ADUATUCA, 8.0, BUILDING_MONUMENT, 24.0, 60, 0.0
5, LOC_CITY_NAME_RATUMACOS, 3.8, BUILDING_MONUMENT, 3.8, 60, 0.0
5, LOC_CITY_NAME_MBANZA_KONGO, 8.0, BUILDING_MONUMENT, 24.0, 60, 0.0
5, LOC_CITY_NAME_TENOCHTITLAN, 8.0, BUILDING_MONUMENT, 24.0, 60, 0.0
5, LOC_CITY_NAME_ROME, 6.0, UNIT_SLINGER, 6.0, 35, 0.0
5, LOC_CITY_NAME_BABYLON_STK, 16.0, BUILDING_MONUMENT, 16.0, 60, 0.0
5, LOC_CITY_NAME_STIRLING, 26.0, UNIT_SLINGER, 26.0, 35, 0.0
5, LOC_CITY_NAME_CANBERRA, 8.0, BUILDING_MONUMENT, 24.0, 60, 0.0
5, LOC_CITY_NAME_PERTH, 3.8, BUILDING_MONUMENT, 3.8, 60, 0.0
5, LOC_CITY_NAME_PATNA, 20.0, UNIT_SLINGER, 20.0, 35, 0.0
5, LOC_CITY_NAME_PELLA, 12.0, UNIT_SLINGER, 36.0, 35, 1.0
5, LOC_CITY_NAME_SAMARKAND, 4.5, UNIT_BUILDER, 13.5, 50, 0.0
5, LOC_CITY_NAME_AUCKLAND, 4.5, UNIT_BUILDER, 13.5, 50, 0.0
5, LOC_CITY_NAME_MUSCAT, 4.5, UNIT_BUILDER, 13.5, 50, 0.0
5, LOC_CITY_NAME_GENEVA, 4.5, UNIT_WARRIOR, 13.5, 40, 0.0
5, LOC_CITY_NAME_JOHANNESBURG, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_LISBON, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_SINGAPORE, 4.5, UNIT_BUILDER, 13.5, 50, 0.0
5, LOC_CITY_NAME_BOLOGNA, 6.0, UNIT_BUILDER, 18.0, 50, 0.0
5, LOC_CITY_NAME_KUMASI, 7.5, UNIT_BUILDER, 22.5, 50, 0.0
5, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 10.0, 60, 0.0
5, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 12.0, 60, 0.0
5, LOC_CITY_NAME_MOHENJO_DARO, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_ANTIOCH, 9.0, UNIT_BUILDER, 27.0, 50, 0.0
5, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 8.0, 60, 0.0
5, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 14.0, 60, 0.0
6, LOC_CITY_NAME_LISBON_STK, 6.0, UNIT_SCOUT, 6.0, 30, 0.0
6, LOC_CITY_NAME_ADUATUCA, 8.0, BUILDING_MONUMENT, 32.0, 60, 0.0
6, LOC_CITY_NAME_RATUMACOS, 3.8, BUILDING_MONUMENT, 7.6, 60, 0.0
6, LOC_CITY_NAME_MBANZA_KONGO, 8.0, BUILDING_MONUMENT, 32.0, 60, 0.0
6, LOC_CITY_NAME_TENOCHTITLAN, 8.0, BUILDING_MONUMENT, 32.0, 60, 0.0
6, LOC_CITY_NAME_TEAYO, 3.8, UNIT_AZTEC_EAGLE_WARRIOR, 3.8, 65, 0.0
6, LOC_CITY_NAME_ROME, 8.0, UNIT_SLINGER, 14.0, 35, 0.0
6, LOC_CITY_NAME_OSTIA, 5.7, UNIT_WARRIOR, 5.7, 40, 0.0
6, LOC_CITY_NAME_BABYLON_STK, 8.0, BUILDING_MONUMENT, 24.0, 60, 0.0
6, LOC_CITY_NAME_STIRLING, 14.0, UNIT_SLINGER, 40.0, 35, 5.0
6, LOC_CITY_NAME_CANBERRA, 8.0, BUILDING_MONUMENT, 32.0, 60, 0.0
6, LOC_CITY_NAME_PERTH, 3.8, BUILDING_MONUMENT, 7.6, 60, 0.0
6, LOC_CITY_NAME_PATNA, 10.0, UNIT_SLINGER, 30.0, 35, 0.0
6, LOC_CITY_NAME_DELHI, 3.8, BUILDING_MONUMENT, 3.8, 60, 0.0
6, LOC_CITY_NAME_PELLA, 13.0, BUILDING_MONUMENT, 13.0, 60, 0.0
6, LOC_CITY_NAME_SAMARKAND, 4.5, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_AUCKLAND, 4.5, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_MUSCAT, 4.5, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_GENEVA, 4.5, UNIT_WARRIOR, 18.0, 40, 0.0
6, LOC_CITY_NAME_JOHANNESBURG, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_LISBON, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_SINGAPORE, 4.5, UNIT_BUILDER, 18.0, 50, 0.0
6, LOC_CITY_NAME_BOLOGNA, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
6, LOC_CITY_NAME_KUMASI, 7.5, UNIT_BUILDER, 30.0, 50, 0.0
6, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 12.5, 60, 0.0
6, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 15.0, 60, 0.0
6, LOC_CITY_NAME_MOHENJO_DARO, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_ANTIOCH, 9.0, UNIT_BUILDER, 36.0, 50, 0.0
6, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 10.0, 60, 0.0
6, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 17.5, 60, 0.0
7, LOC_CITY_NAME_LISBON_STK, 6.0, UNIT_SCOUT, 12.0, 30, 0.0
7, LOC_CITY_NAME_ADUATUCA, 8.0, BUILDING_MONUMENT, 40.0, 60, 0.0
7, LOC_CITY_NAME_RATUMACOS, 3.8, BUILDING_MONUMENT, 11.4, 60, 0.0
7, LOC_CITY_NAME_MBANZA_KONGO, 8.0, UNIT_SLINGER, 8.0, 35, 0.0
7, LOC_CITY_NAME_TENOCHTITLAN, 10.0, BUILDING_MONUMENT, 42.0, 60, 0.0
7, LOC_CITY_NAME_ROME, 12.0, UNIT_SLINGER, 26.0, 35, 0.0
7, LOC_CITY_NAME_OSTIA, 5.7, UNIT_WARRIOR, 11.4, 40, 0.0
7, LOC_CITY_NAME_BABYLON_STK, 8.0, BUILDING_MONUMENT, 32.0, 60, 0.0
7, LOC_CITY_NAME_ESHNUNNA, 3.8, UNIT_GALLEY, 3.8, 65, 0.0
7, LOC_CITY_NAME_STIRLING, 19.0, BUILDING_MONUMENT, 19.0, 60, 0.0
7, LOC_CITY_NAME_ROXBURGH, 5.7, BUILDING_MONUMENT, 5.7, 60, 0.0
7, LOC_CITY_NAME_CANBERRA, 8.0, BUILDING_MONUMENT, 40.0, 60, 0.0
7, LOC_CITY_NAME_PERTH, 3.8, BUILDING_MONUMENT, 11.4, 60, 0.0
7, LOC_CITY_NAME_PATNA, 10.0, UNIT_SLINGER, 40.0, 35, 5.0
7, LOC_CITY_NAME_DELHI, 3.8, BUILDING_MONUMENT, 7.6, 60, 0.0
7, LOC_CITY_NAME_PELLA, 12.0, BUILDING_MONUMENT, 25.0, 60, 0.0
7, LOC_CITY_NAME_SAMARKAND, 6.0, UNIT_BUILDER, 24.0, 50, 0.0
7, LOC_CITY_NAME_AUCKLAND, 4.5, UNIT_BUILDER, 22.5, 50, 0.0
7, LOC_CITY_NAME_MUSCAT, 4.5, UNIT_BUILDER, 22.5, 50, 0.0
7, LOC_CITY_NAME_GENEVA, 4.5, UNIT_WARRIOR, 22.5, 40, 0.0
7, LOC_CITY_NAME_JOHANNESBURG, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_LISBON, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_SINGAPORE, 4.5, UNIT_BUILDER, 22.5, 50, 0.0
7, LOC_CITY_NAME_BOLOGNA, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
7, LOC_CITY_NAME_KUMASI, 7.5, UNIT_BUILDER, 37.5, 50, 0.0
7, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 15.0, 60, 0.0
7, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 18.0, 60, 0.0
7, LOC_CITY_NAME_MOHENJO_DARO, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_ANTIOCH, 9.0, UNIT_BUILDER, 45.0, 50, 0.0
7, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 12.0, 60, 0.0
7, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 21.0, 60, 0.0
8, LOC_CITY_NAME_LISBON_STK, 6.0, UNIT_SCOUT, 18.0, 30, 0.0
8, LOC_CITY_NAME_ADUATUCA, 8.0, BUILDING_MONUMENT, 48.0, 60, 0.0
8, LOC_CITY_NAME_RATUMACOS, 3.8, BUILDING_MONUMENT, 15.2, 60, 0.0
8, LOC_CITY_NAME_BIBRAX, 5.7, BUILDING_MONUMENT, 5.7, 60, 0.0
8, LOC_CITY_NAME_MBANZA_KONGO, 8.0, UNIT_SLINGER, 16.0, 35, 0.0
8, LOC_CITY_NAME_TENOCHTITLAN, 10.0, BUILDING_MONUMENT, 52.0, 60, 0.0
8, LOC_CITY_NAME_TEAYO, 7.6, UNIT_AZTEC_EAGLE_WARRIOR, 11.4, 65, 0.0
8, LOC_CITY_NAME_ROME, 12.0, UNIT_SLINGER, 38.0, 35, 3.0
8, LOC_CITY_NAME_OSTIA, 5.7, UNIT_WARRIOR, 17.1, 40, 0.0
8, LOC_CITY_NAME_BABYLON_STK, 8.0, BUILDING_MONUMENT, 40.0, 60, 0.0
8, LOC_CITY_NAME_STIRLING, 14.0, BUILDING_MONUMENT, 33.0, 60, 0.0
8, LOC_CITY_NAME_ROXBURGH, 5.7, BUILDING_MONUMENT, 11.4, 60, 0.0
8, LOC_CITY_NAME_CANBERRA, 8.0, BUILDING_MONUMENT, 48.0, 60, 0.0
8, LOC_CITY_NAME_PERTH, 3.8, BUILDING_MONUMENT, 15.2, 60, 0.0
8, LOC_CITY_NAME_PATNA, 15.0, BUILDING_MONUMENT, 15.0, 60, 0.0
8, LOC_CITY_NAME_DELHI, 3.8, BUILDING_MONUMENT, 11.4, 60, 0.0
8, LOC_CITY_NAME_PELLA, 12.0, BUILDING_MONUMENT, 37.0, 60, 0.0
8, LOC_CITY_NAME_SAMARKAND, 6.0, UNIT_BUILDER, 30.0, 50, 0.0
8, LOC_CITY_NAME_AUCKLAND, 4.5, UNIT_BUILDER, 27.0, 50, 0.0
8, LOC_CITY_NAME_MUSCAT, 6.0, UNIT_BUILDER, 28.5, 50, 0.0
8, LOC_CITY_NAME_GENEVA, 4.5, UNIT_WARRIOR, 27.0, 40, 0.0
8, LOC_CITY_NAME_JOHANNESBURG, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_LISBON, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_SINGAPORE, 4.5, UNIT_BUILDER, 27.0, 50, 0.0
8, LOC_CITY_NAME_BOLOGNA, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
8, LOC_CITY_NAME_KUMASI, 7.5, UNIT_BUILDER, 45.0, 50, 0.0
8, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 17.5, 60, 0.0
8, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 21.0, 60, 0.0
8, LOC_CITY_NAME_MOHENJO_DARO, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_ANTIOCH, 9.0, UNIT_BUILDER, 54.0, 50, 0.0
8, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 14.0, 60, 0.0
8, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 24.5, 60, 0.0
9, LOC_CITY_NAME_LISBON_STK, 6.0, UNIT_SCOUT, 24.0, 30, 0.0
9, LOC_CITY_NAME_ADUATUCA, 8.0, BUILDING_MONUMENT, 56.0, 60, 0.0
9, LOC_CITY_NAME_RATUMACOS, 3.8, BUILDING_MONUMENT, 19.0, 60, 0.0
9, LOC_CITY_NAME_BIBRAX, 5.7, BUILDING_MONUMENT, 11.4, 60, 0.0
9, LOC_CITY_NAME_MBANZA_KONGO, 8.0, UNIT_SLINGER, 24.0, 35, 0.0
9, LOC_CITY_NAME_TENOCHTITLAN, 10.0, BUILDING_MONUMENT, 62.0, 60, 2.0
9, LOC_CITY_NAME_TEAYO, 3.8, UNIT_AZTEC_EAGLE_WARRIOR, 15.2, 65, 0.0
9, LOC_CITY_NAME_MALINALCO, 3.8, UNIT_AZTEC_EAGLE_WARRIOR, 3.8, 65, 0.0
9, LOC_CITY_NAME_ROME, 17.0, BUILDING_GRANARY, 17.0, 65, 0.0
9, LOC_CITY_NAME_OSTIA, 5.7, UNIT_WARRIOR, 22.8, 40, 0.0
9, LOC_CITY_NAME_BABYLON_STK, 10.0, BUILDING_MONUMENT, 50.0, 60, 0.0
9, LOC_CITY_NAME_ESHNUNNA, 9.5, UNIT_GALLEY, 13.3, 65, 0.0
9, LOC_CITY_NAME_STIRLING, 14.0, BUILDING_MONUMENT, 47.0, 60, 0.0
9, LOC_CITY_NAME_ROXBURGH, 5.7, BUILDING_MONUMENT, 17.1, 60, 0.0
9, LOC_CITY_NAME_CANBERRA, 8.0, BUILDING_MONUMENT, 56.0, 60, 0.0
9, LOC_CITY_NAME_PERTH, 3.8, BUILDING_MONUMENT, 19.0, 60, 0.0
9, LOC_CITY_NAME_PATNA, 12.0, BUILDING_MONUMENT, 27.0, 60, 0.0
9, LOC_CITY_NAME_DELHI, 5.7, BUILDING_MONUMENT, 17.1, 60, 0.0
9, LOC_CITY_NAME_PELLA, 12.0, BUILDING_MONUMENT, 49.0, 60, 0.0
9, LOC_CITY_NAME_SAMARKAND, 6.0, UNIT_BUILDER, 36.0, 50, 0.0
9, LOC_CITY_NAME_AUCKLAND, 4.5, UNIT_BUILDER, 31.5, 50, 0.0
9, LOC_CITY_NAME_MUSCAT, 6.0, UNIT_BUILDER, 34.5, 50, 0.0
9, LOC_CITY_NAME_GENEVA, 4.5, UNIT_WARRIOR, 31.5, 40, 0.0
9, LOC_CITY_NAME_JOHANNESBURG, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_LISBON, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_SINGAPORE, 4.5, UNIT_BUILDER, 31.5, 50, 0.0
9, LOC_CITY_NAME_BOLOGNA, 6.0, UNIT_BUILDER, 42.0, 50, 0.0
9, LOC_CITY_NAME_KUMASI, 7.5, UNIT_BUILDER, 52.5, 50, 0.0
9, LOC_CITY_NAME_BRUSSELS, 2.5, BUILDING_MONUMENT, 20.0, 60, 0.0
9, LOC_CITY_NAME_BANDAR_BRUNEI, 3.0, BUILDING_MONUMENT, 24.0, 60, 0.0
9, LOC_CITY_NAME_MOHENJO_DARO, 9.0, UNIT_WARRIOR, 9.0, 40, 0.0
9, LOC_CITY_NAME_ANTIOCH, 9.0, UNIT_WARRIOR, 9.0, 40, 0.0
9, LOC_CITY_NAME_HATTUSA, 2.0, BUILDING_MONUMENT, 16.0, 60, 0.0
9, LOC_CITY_NAME_HUNZA, 3.5, BUILDING_MONUMENT, 28.0, 60, 0.0
10, LOC_CITY_NAME_LISBON_STK, 6.0, UNIT_SCOUT, 30.0, 30, 0.0
10, LOC_CITY_NAME_ADUATUCA, 10.0, BUILDING_MONUMENT, 66.0, 60, 6.0
10, LOC_CITY_NAME_RATUMACOS, 5.7, BUILDING_MONUMENT, 24.7, 60, 0.0
10, LOC_CITY_NAME_BIBRAX, 7.6, BUILDING_MONUMENT, 19.0, 60, 0.0
10, LOC_CITY_NAME_MBANZA_KONGO, 14.0, UNIT_SLINGER, 38.0, 35, 3.0
10, LOC_CITY_NAME_TENOCHTITLAN, 14.0, UNIT_AZTEC_EAGLE_WARRIOR, 14.0, 65, 0.0
10, LOC_CITY_NAME_TEAYO, 5.7, UNIT_AZTEC_EAGLE_WARRIOR, 20.9, 65, 0.0
10, LOC_CITY_NAME_ROME, 14.0, BUILDING_GRANARY, 31.0, 65, 0.0
10, LOC_CITY_NAME_OSTIA, 5.7, UNIT_WARRIOR, 28.5, 40, 0.0
10, LOC_CITY_NAME_BABYLON_STK, 10.0, BUILDING_MONUMENT, 60.0, 60, 0.0
10, LOC_CITY_NAME_ESHNUNNA, 5.7, UNIT_GALLEY, 19.0, 65, 0.0
10, LOC_CITY_NAME_STIRLING, 14.0, BUILDING_MONUMENT, 61.0, 60, 1.0
10, LOC_CITY_NAME_ROXBURGH, 5.7, BUILDING_MONUMENT, 22.8, 60, 0.0
