Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers, Fav Tech, Combat Desire
4, 13, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 14, 40, 35, 0, 0:0, 0:0, NO_TECH, 0.0
4, 15, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 16, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 17, 40, 35, 0, 0:0, 0:0, NO_TECH, 0.0
4, 18, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 19, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 20, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 21, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 22, 40, 35, 0, 0:0, 0:0, NO_TECH, 0.0
4, 23, 0, 0, 0, 0:0, 0:0, NO_TECH, 1.0
4, 24, 40, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
5, 0, 30, 0, 0, 2:0, 0:0, NO_TECH, 0.0
1, 0, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 6, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 7, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 8, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 9, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 10, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 11, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 12, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 13, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 14, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 15, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 16, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 17, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 18, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 19, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 20, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 21, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 22, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 23, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 24, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
2, 0, 0, 0, 0, 1:0, 5:1, NO_TECH, 0.0
1, 0, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 6, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 7, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 8, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 9, 0, 0, 0, 1:0, 3:1, NO_TECH, 0.0
1, 10, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 11, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 12, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 13, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 14, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 15, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 16, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 17, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 18, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 19, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 20, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 21, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 22, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 23, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 24, 0, 0, 0, 0:0, 0:0, NO_TECH, 0.0
1, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
2, 0, 0, 0, 0, 1:0, 5:1, NO_TECH, 0.0
2, 1, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 2, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 3, 150, 0, 0, 6:0, 2:1, NO_TECH, 0.0
2, 4, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 5, 0, 0, 0, 3:0, 5:1, NO_TECH, 0.0
2, 6, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 7, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 8, 0, 0, 0, 3:0, 5:1, NO_TECH, 0.0
2, 9, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
2, 10, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 11, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 12, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 13, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 15, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 16, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 17, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 18, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 19, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 20, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 21, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
2, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 24, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
2, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
3, 0, 0, 0, 0, 1:0, 5:1, NO_TECH, 0.0
3, 1, 100, 0, 20, 4:0, 3:1, NO_TECH, 0.0
3, 2, 100, 0, 0, 5:0, 3:1, NO_TECH, 0.0
3, 3, 140, 0, 0, 4:0, 3:1, NO_TECH, 0.0
3, 4, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
3, 5, 110, 0, 0, 4:0, 3:1, NO_TECH, 0.0
3, 6, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
3, 7, 100, 0, 0, 4:0, 3:1, NO_TECH, 0.0
3, 8, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
3, 9, 100, 0, 0, 5:0, 3:1, NO_TECH, 0.0
3, 10, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 11, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 12, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
3, 13, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 15, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 16, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 17, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 18, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 19, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 20, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 21, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
3, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
3, 24, 100, 0, 60, 0:0, 0:0, NO_TECH, 0.0
3, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
4, 0, 0, 0, 0, 1:0, 5:1, NO_TECH, 0.0
4, 1, 100, 25, 20, 4:0, 3:1, NO_TECH, 0.0
4, 2, 100, 0, 0, 5:0, 3:1, NO_TECH, 0.0
4, 3, 84, 0, 0, 4:0, 3:1, NO_TECH, 0.0
4, 4, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
4, 5, 100, 0, 20, 4:0, 3:1, NO_TECH, 0.0
4, 6, 110, 0, 0, 5:0, 3:1, NO_TECH, 0.0
4, 7, 100, 0, 0, 4:0, 3:1, NO_TECH, 0.0
4, 8, 100, 0, 20, 4:0, 3:1, NO_TECH, 0.0
4, 9, 95, 0, 60, 5:0, 3:1, NO_TECH, 0.0
4, 10, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
4, 11, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 12, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
4, 13, 120, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 15, 100, 0, 28, 0:0, 0:0, NO_TECH, 0.0
4, 16, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
4, 17, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
4, 18, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
4, 19, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
4, 20, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
4, 21, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
4, 22, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
4, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
4, 24, 100, 0, 60, 0:0, 0:0, NO_TECH, 0.0
4, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
5, 0, 0, 0, 0, 1:0, 5:1, NO_TECH, 0.0
5, 1, 100, 25, 100, 3:0, 3:3, NO_TECH, 0.0
5, 2, 100, 0, 0, 4:0, 3:1, NO_TECH, 0.0
5, 3, 112, 10, 60, 4:0, 3:1, NO_TECH, 0.0
5, 4, 125, 10, 20, 4:0, 3:1, NO_TECH, 0.0
5, 5, 100, 0, 40, 4:0, 3:1, NO_TECH, 0.0
5, 6, 125, 0, 0, 5:0, 3:1, NO_TECH, 0.0
5, 7, 100, 0, 20, 5:0, 3:1, NO_TECH, 0.0
5, 8, 125, 0, 60, 4:0, 3:1, NO_TECH, 0.0
5, 9, 95, 0, 60, 5:0, 3:1, NO_TECH, 0.0
5, 10, 100, 10, 20, 0:0, 0:0, NO_TECH, 0.0
5, 11, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 12, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
5, 13, 120, 0, 0, 0:0, 0:0, NO_TECH, 0.0
5, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
5, 15, 100, 0, 84, 0:0, 0:0, NO_TECH, 0.0
5, 16, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 17, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
5, 18, 80, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 19, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
5, 20, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 21, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
5, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
5, 24, 100, 0, 60, 0:0, 0:0, NO_TECH, 0.0
5, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
6, 0, 30, 0, 80, 2:0, 0:0, NO_TECH, 0.0
6, 1, 100, 25, 80, 0:0, 3:1, NO_TECH, 0.0
6, 2, 100, 0, 0, 4:0, 3:1, NO_TECH, 0.0
6, 3, 140, 10, 20, 6:0, 3:1, NO_TECH, 0.0
6, 4, 145, 10, 40, 5:0, 3:1, NO_TECH, 0.0
6, 5, 100, 0, 80, 4:0, 3:3, NO_TECH, 0.0
6, 6, 125, 0, 0, 5:0, 3:1, NO_TECH, 0.0
6, 7, 100, 0, 20, 5:0, 3:1, NO_TECH, 0.0
6, 8, 125, 0, 80, 3:0, 3:1, NO_TECH, 0.0
6, 9, 95, 0, 80, 5:0, 3:1, NO_TECH, 0.0
6, 10, 100, 10, 20, 0:0, 0:0, NO_TECH, 0.0
6, 11, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
6, 12, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
6, 13, 120, 0, 20, 0:0, 0:0, NO_TECH, 0.0
6, 14, 80, 10, 0, 0:0, 0:0, NO_TECH, 0.0
6, 15, 100, 0, 84, 0:0, 0:0, NO_TECH, 0.0
6, 16, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
6, 17, 80, 10, 0, 0:0, 0:0, NO_TECH, 0.0
6, 18, 80, 0, 20, 0:0, 0:0, NO_TECH, 0.0
6, 19, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
6, 20, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
6, 21, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
6, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
6, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
6, 24, 100, 10, 95, 0:0, 0:0, NO_TECH, 0.0
6, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
7, 0, 30, 0, 80, 2:0, 0:0, NO_TECH, 0.1
7, 1, 115, 25, 100, 4:0, 3:1, NO_TECH, 0.1
7, 2, 115, 0, 20, 4:0, 3:1, NO_TECH, 0.0
7, 3, 112, 10, 40, 4:0, 3:1, NO_TECH, 0.0
7, 4, 145, 10, 40, 5:0, 3:1, NO_TECH, 0.0
7, 5, 130, 25, 80, 3:1, 3:3, NO_TECH, 0.0
7, 6, 125, 0, 0, 5:0, 3:1, NO_TECH, 0.0
7, 7, 100, 0, 20, 5:0, 3:1, NO_TECH, 0.0
7, 8, 125, 0, 100, 3:0, 3:1, NO_TECH, 0.0
7, 9, 95, 0, 60, 4:0, 3:1, NO_TECH, 0.0
7, 10, 100, 10, 20, 0:0, 0:0, NO_TECH, 0.0
7, 11, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
7, 12, 100, 0, 55, 0:0, 0:0, NO_TECH, 0.0
7, 13, 120, 0, 20, 0:0, 0:0, NO_TECH, 0.0
7, 14, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
7, 15, 100, 0, 84, 0:0, 0:0, NO_TECH, 0.0
7, 16, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
7, 17, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
7, 18, 60, 0, 20, 0:0, 0:0, NO_TECH, 0.0
7, 19, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
7, 20, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
7, 21, 100, 0, 50, 0:0, 0:0, NO_TECH, 0.0
7, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
7, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
7, 24, 100, 10, 95, 0:0, 0:0, NO_TECH, 0.0
7, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
8, 0, 30, 0, 80, 2:0, 0:0, NO_TECH, 0.1
8, 1, 115, 25, 100, 5:0, 3:3, NO_TECH, 0.0
8, 2, 115, 0, 60, 4:0, 3:1, NO_TECH, 0.0
8, 3, 112, 0, 40, 5:0, 3:1, NO_TECH, 0.0
8, 4, 145, 10, 40, 4:0, 3:1, NO_TECH, 0.0
8, 5, 100, 25, 80, 1:0, 3:3, NO_TECH, 0.0
8, 6, 125, 25, 0, 5:0, 3:1, NO_TECH, 0.0
8, 7, 100, 0, 20, 4:0, 3:1, NO_TECH, 0.0
8, 8, 125, 0, 100, 1:0, 3:1, NO_TECH, 0.0
8, 9, 95, 0, 60, 4:0, 3:1, NO_TECH, 0.0
8, 10, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 11, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 12, 100, 0, 55, 0:0, 0:0, NO_TECH, 0.0
8, 13, 120, 0, 20, 0:0, 0:0, NO_TECH, 0.0
8, 14, 100, 10, 0, 0:0, 0:0, NO_TECH, 0.0
8, 15, 100, 0, 84, 0:0, 0:0, NO_TECH, 0.0
8, 16, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 17, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 18, 60, 0, 20, 0:0, 0:0, NO_TECH, 0.0
8, 19, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
8, 20, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
8, 21, 100, 0, 70, 0:0, 0:0, NO_TECH, 0.0
8, 22, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
8, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
8, 24, 100, 10, 95, 0:0, 0:0, NO_TECH, 0.0
8, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
9, 0, 30, 0, 80, 2:0, 0:0, NO_TECH, 0.1
9, 1, 115, 0, 100, 4:0, 3:3, NO_TECH, 0.0
9, 2, 115, 0, 60, 4:0, 3:1, NO_TECH, 0.0
9, 3, 168, 0, 100, 5:0, 3:1, NO_TECH, 0.0
9, 4, 145, 10, 40, 4:0, 3:1, NO_TECH, 0.0
9, 5, 130, 25, 80, 1:1, 3:3, NO_TECH, 0.1
9, 6, 125, 25, 0, 2:0, 3:1, NO_TECH, 0.0
9, 7, 100, 25, 20, 4:0, 3:1, NO_TECH, 0.0
9, 8, 125, 0, 100, 1:0, 3:1, NO_TECH, 0.3
9, 9, 95, 0, 60, 3:0, 3:1, NO_TECH, 0.0
9, 10, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
9, 11, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
9, 12, 100, 0, 55, 0:0, 0:0, NO_TECH, 0.0
9, 13, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
9, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 15, 100, 0, 56, 0:0, 0:0, NO_TECH, 0.0
9, 16, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
9, 17, 100, 25, 40, 0:0, 0:0, NO_TECH, 0.0
9, 18, 60, 0, 20, 0:0, 0:0, NO_TECH, 0.0
9, 19, 100, 0, 60, 0:0, 0:0, NO_TECH, 0.0
9, 20, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
9, 21, 120, 0, 85, 0:0, 0:0, NO_TECH, 0.0
9, 22, 120, 0, 20, 0:0, 0:0, NO_TECH, 0.0
9, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
9, 24, 100, 10, 75, 0:0, 0:0, NO_TECH, 0.0
9, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
10, 0, 30, 0, 80, 2:0, 1:1, NO_TECH, 0.1
10, 1, 115, 10, 100, 4:0, 3:3, NO_TECH, 0.0
10, 2, 115, 0, 80, 4:0, 3:1, NO_TECH, 0.0
10, 3, 168, 0, 100, 5:0, 3:1, NO_TECH, 0.0
10, 4, 145, 10, 60, 4:0, 3:1, NO_TECH, 0.0
10, 5, 130, 25, 100, 1:1, 3:3, NO_TECH, 0.1
10, 6, 125, 25, 40, 2:0, 3:1, NO_TECH, 0.1
10, 7, 100, 25, 20, 1:0, 3:1, NO_TECH, 0.0
10, 8, 125, 0, 100, 1:0, 3:3, NO_TECH, 0.3
10, 9, 95, 0, 60, 3:0, 3:1, NO_TECH, 0.0
10, 10, 100, 0, 60, 0:0, 0:0, NO_TECH, 0.0
10, 11, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
10, 12, 100, 10, 55, 0:0, 0:0, NO_TECH, 0.0
10, 13, 120, 0, 20, 0:0, 0:0, NO_TECH, 0.0
10, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
10, 15, 100, 0, 56, 0:0, 0:0, NO_TECH, 0.0
10, 16, 100, 0, 20, 0:0, 0:0, NO_TECH, 0.0
10, 17, 100, 25, 40, 0:0, 0:0, NO_TECH, 0.0
