Game Turn, Event, Attacker, Unit, Defender, Unit, Mayhem, Current Total
26, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 73.5
26, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 74.0
26, Barb Combat, 15, District, 63, UNIT_GALLEY, 0.5, 74.5
26, Barb Combat, 17, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 75.0
26, Barb Combat, 17, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 75.5
26, Barb Combat, 19, District, 63, UNIT_SCOUT, 0.5, 76.0
26, Barb Combat, 63, UNIT_SLINGER, 9, UNIT_WARRIOR, 0.5, 76.5
26, Barb Combat, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 77.0
26, Barb Death, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 77.5
26, Barb Combat, 63, UNIT_WARRIOR, 17, UNIT_WARRIOR, 0.5, 78.0
27, Improvement Pillaged, -1, , 21, IMPROVEMENT_MINE, 1.0, 79.0
27, Improvement Pillaged, -1, , 21, IMPROVEMENT_FARM, 1.0, 80.0
27, Barb Combat, 9, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 80.5
27, Barb Death, 9, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 81.0
27, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 81.5
27, Barb Death, 9, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 82.0
27, Barb Combat, 13, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 82.5
27, Barb Combat, 17, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 83.0
27, Barb Combat, 24, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 83.5
27, Barb Combat, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 84.0
27, Barb Combat, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 84.5
27, Barb Death, 9, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 85.0
27, Barb Combat, 63, UNIT_SPEARMAN, 17, UNIT_WARRIOR, 0.5, 85.5
27, Barb Death, 63, UNIT_SPEARMAN, 17, UNIT_WARRIOR, 0.5, 86.0
28, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 86.5
28, Barb Death, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 87.0
28, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 87.5
28, Barb Combat, 13, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 88.0
28, Barb Death, 13, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 88.5
28, Barb Combat, 15, District, 63, UNIT_GALLEY, 0.5, 89.0
28, Barb Combat, 16, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 89.5
28, Barb Combat, 63, UNIT_WARRIOR, 9, UNIT_WARRIOR, 0.5, 90.0
28, Barb Death, 9, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 90.5
28, Barb Combat, 63, UNIT_SPEARMAN, 17, UNIT_WARRIOR, 0.5, 91.0
28, Barb Death, 17, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 91.5
28, Barb Combat, 63, UNIT_WARRIOR, 17, UNIT_WARRIOR, 0.5, 92.0
28, Barb Death, 17, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 92.5
28, Barb Combat, 63, UNIT_QUADRIREME, 15, UNIT_WARRIOR, 0.5, 93.0
29, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 93.5
29, Barb Death, 63, UNIT_SCOUT, 9, UNIT_WARRIOR, 0.5, 94.0
29, Barb Combat, 15, District, 63, UNIT_QUADRIREME, 0.5, 94.5
29, Barb Combat, 19, District, 63, UNIT_SCOUT, 0.5, 95.0
29, Barb Combat, 19, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 95.5
29, Barb Death, 19, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 96.0
29, Barb Combat, 24, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 96.5
29, Barb Death, 24, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 97.0
29, Barb Combat, 24, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 97.5
30, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 98.0
30, Barb Combat, 24, District, 63, UNIT_GALLEY, 0.5, 98.5
30, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_SCOUT, 0.5, 99.0
30, Barb Combat, 63, UNIT_SPEARMAN, 8, UNIT_SCOUT, 0.5, 99.5
30, Barb Death, 63, UNIT_SPEARMAN, 8, UNIT_SCOUT, 0.5, 100.0
31, Barb Combat, 1, UNIT_SLINGER, 63, UNIT_SCOUT, 0.5, 100.5
31, Barb Death, 1, UNIT_SLINGER, 63, UNIT_SCOUT, 0.5, 101.0
31, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 101.5
31, Barb Death, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 102.0
31, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 102.5
31, Barb Combat, 15, District, 63, UNIT_QUADRIREME, 0.5, 103.0
31, Barb Combat, 16, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 103.5
31, Barb Combat, 24, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 104.0
31, Barb Combat, 24, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 104.5
31, Barb Death, 24, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 105.0
31, Barb Combat, 24, District, 63, UNIT_GALLEY, 0.5, 105.5
31, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 106.0
31, Barb Combat, 63, UNIT_SPEARMAN, 7, UNIT_SCOUT, 0.5, 106.5
31, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_SCOUT, 0.5, 107.0
31, Barb Death, 63, UNIT_WARRIOR, 7, UNIT_SCOUT, 0.5, 107.5
31, Barb Combat, 63, UNIT_GALLEY, 4, District, 0.5, 108.0
32, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 108.5
32, Barb Combat, 17, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 109.0
32, Barb Combat, 24, District, 63, UNIT_GALLEY, 0.5, 109.5
32, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 110.0
32, Barb Combat, 63, UNIT_QUADRIREME, 15, UNIT_WARRIOR, 0.5, 110.5
33, Barb Combat, 17, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 111.0
33, Barb Death, 17, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 111.5
33, Barb Combat, 24, District, 63, UNIT_GALLEY, 0.5, 112.0
33, Death, 24, DISTRICT_CITY_CENTER, 63, UNIT_GALLEY, 1.0, 113.0
33, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_SCOUT, 0.5, 113.5
33, Unit Capture, 63, UNIT_GALLEY, 4, UNIT_BUILDER, 1.0, 114.5
33, Barb Combat, 63, UNIT_QUADRIREME, 15, District, 0.5, 115.0
34, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 115.5
34, Barb Combat, 15, District, 63, UNIT_QUADRIREME, 0.5, 116.0
34, Barb Combat, 16, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 116.5
34, Barb Death, 16, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 117.0
34, Barb Combat, 20, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 117.5
34, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 118.0
34, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 118.5
35, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 119.0
35, Barb Death, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 119.5
35, Barb Combat, 11, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 120.0
35, Barb Combat, 16, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 120.5
35, Barb Combat, 20, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 121.0
35, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 121.5
35, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_SCOUT, 0.5, 122.0
36, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 122.5
36, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 123.0
36, Barb Combat, 15, District, 63, UNIT_QUADRIREME, 0.5, 123.5
36, Barb Combat, 20, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 124.0
36, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_SLINGER, 0.5, 124.5
36, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 125.0
37, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 125.5
37, Barb Combat, 7, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 126.0
37, Barb Combat, 11, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 126.5
37, Barb Combat, 16, District, 63, UNIT_SCOUT, 0.5, 127.0
37, Death, 16, DISTRICT_CITY_CENTER, 63, UNIT_SCOUT, 1.0, 128.0
37, Barb Combat, 20, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 128.5
37, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 129.0
37, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_SLINGER, 0.5, 129.5
37, Barb Death, 63, UNIT_QUADRIREME, 9, UNIT_SLINGER, 0.5, 130.0
37, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 130.5
37, Barb Combat, 63, UNIT_GALLEY, 6, District, 0.5, 131.0
38, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 131.5
38, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 132.0
38, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 132.5
38, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 133.0
38, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 133.5
38, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 134.0
38, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 134.5
38, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 135.0
38, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_SCOUT, 0.5, 135.5
39, Improvement Pillaged, -1, , 5, IMPROVEMENT_FARM, 1.0, 136.5
39, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 137.0
39, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 137.5
39, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 138.0
39, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 138.5
39, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 139.0
39, Barb Death, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 139.5
39, Barb Combat, 11, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 140.0
39, Barb Combat, 63, UNIT_SCOUT, 8, UNIT_SCOUT, 0.5, 140.5
39, Barb Death, 8, UNIT_SCOUT, 63, UNIT_SCOUT, 0.5, 141.0
39, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 141.5
39, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 142.0
39, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 142.5
39, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 143.0
40, Improvement Pillaged, -1, , 9, IMPROVEMENT_FARM, 1.0, 144.0
40, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 144.5
40, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 145.0
40, Barb Combat, 11, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 145.5
40, Barb Death, 11, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 146.0
40, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 146.5
40, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 147.0
