Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food
1, CIVILIZATION_SINGAPORE, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AYUTTHAYA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_CANADA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 18, 0, 2, 1, 8, 0, 4, 3
2, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 6, 4
2, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 4, 4
2, CIVILIZATION_KHMER, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 4, 4
2, CIVILIZATION_AMERICA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 19, 0, 2, 1, 9, 0, 6, 4
2, CIVILIZATION_MAYA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_INCA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 2, 1, 7, 0, 6, 4
2, CIVILIZATION_ENGLAND, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 4, 4
2, CIVILIZATION_BABYLON_STK, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_MOHENJO_DARO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_TARUGA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_ANTIOCH, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 2, 4
2, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 3
2, CIVILIZATION_ANTANANARIVO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 2, 4
2, CIVILIZATION_BOLOGNA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 17, 0, 2, 1, 7, 0, 2, 3
2, CIVILIZATION_SAMARKAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 18, 0, 2, 1, 8, 0, 2, 4
2, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 3
2, CIVILIZATION_HUNZA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 5
2, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_BRUSSELS, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_SINGAPORE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 4
2, CIVILIZATION_AYUTTHAYA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_CANADA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 26, 0, 2, 1, 8, 0, 4, 3
3, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 6, 4
3, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 4, 4
3, CIVILIZATION_KHMER, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 4, 4
3, CIVILIZATION_AMERICA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 29, 0, 2, 1, 9, 0, 6, 4
3, CIVILIZATION_MAYA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 3, 5
3, CIVILIZATION_INCA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 24, 0, 3, 1, 7, 0, 6, 4
3, CIVILIZATION_ENGLAND, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 4, 4
3, CIVILIZATION_BABYLON_STK, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_MOHENJO_DARO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_TARUGA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_ANTIOCH, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 2, 4
3, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 3
3, CIVILIZATION_ANTANANARIVO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 2, 4
3, CIVILIZATION_BOLOGNA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 24, 0, 2, 1, 7, 0, 2, 3
3, CIVILIZATION_SAMARKAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 26, 0, 2, 1, 8, 0, 2, 4
3, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 3
3, CIVILIZATION_HUNZA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 5
3, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_BRUSSELS, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_SINGAPORE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 1, 4
3, CIVILIZATION_AYUTTHAYA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4
3, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
4, CIVILIZATION_CANADA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 35, 0, 2, 1, 8, 0, 4, 3
4, CIVILIZATION_MACEDON, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 28, 0, 2, 1, 6, 0, 6, 4
4, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 28, 0, 2, 2, 6, 0, 4, 4
4, CIVILIZATION_KHMER, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 30, 0, 2, 1, 8, 0, 4, 4
4, CIVILIZATION_AMERICA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 38, 0, 2, 1, 9, 0, 6, 4
4, CIVILIZATION_MAYA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 22, 0, 2, 1, 6, 0, 3, 5
4, CIVILIZATION_INCA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 31, 0, 3, 1, 7, 0, 6, 4
4, CIVILIZATION_ENGLAND, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 28, 0, 2, 1, 6, 0, 4, 4
4, CIVILIZATION_BABYLON_STK, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
4, CIVILIZATION_MOHENJO_DARO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_TARUGA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_ANTIOCH, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 28, 0, 2, 1, 6, 0, 2, 4
4, CIVILIZATION_KUMASI, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 3, 3
4, CIVILIZATION_ANTANANARIVO, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 28, 0, 2, 1, 6, 0, 2, 4
4, CIVILIZATION_BOLOGNA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 31, 0, 2, 1, 7, 0, 2, 3
4, CIVILIZATION_SAMARKAND, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 34, 0, 2, 1, 8, 0, 2, 4
4, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 3
4, CIVILIZATION_HUNZA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 5
4, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_BRUSSELS, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_SINGAPORE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 1, 4
4, CIVILIZATION_AYUTTHAYA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 25, 0, 2, 1, 5, 0, 2, 4
4, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, CIVILIZATION_PORTUGAL, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 5, 5
1, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_FRANCE, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KONGO, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_INDONESIA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SCOTLAND, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_GAUL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AZTEC, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AUSTRALIA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_CANADA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_CHINA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KUMASI, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_JAKARTA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BOLOGNA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_ANTANANARIVO, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_MOHENJO_DARO, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_LISBON, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SINGAPORE, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AYUTTHAYA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_PRESLAV, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BABYLON, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AUCKLAND, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_TARUGA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BRUSSELS, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_ANTIOCH, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_HUNZA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_GAUL, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KONGO, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AZTEC, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_ROME, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BABYLON_STK, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SCOTLAND, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AUSTRALIA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_INDIA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_MACEDON, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SAMARKAND, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AUCKLAND, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_MUSCAT, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_GENEVA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_JOHANNESBURG, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_LISBON, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SINGAPORE, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BOLOGNA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KUMASI, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_BRUSSELS, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_JAKARTA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_MOHENJO_DARO, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_ANTIOCH, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_HATTUSA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_HUNZA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_GAUL, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 24, 0, 3, 1, 14, 0, 8, 4
2, CIVILIZATION_KONGO, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 20, 0, 3, 3, 10, 0, 8, 4
2, CIVILIZATION_AZTEC, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 20, 0, 3, 1, 10, 0, 8, 5
2, CIVILIZATION_ROME, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 20, 0, 3, 4, 10, 0, 10, 4
2, CIVILIZATION_BABYLON_STK, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_SCOTLAND, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 20, 0, 3, 1, 10, 0, 14, 3
2, CIVILIZATION_AUSTRALIA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 20, 0, 3, 1, 10, 0, 8, 4
2, CIVILIZATION_INDIA, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_MACEDON, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 24, 0, 3, 1, 14, 0, 12, 4
2, CIVILIZATION_SAMARKAND, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 5
2, CIVILIZATION_AUCKLAND, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 5
2, CIVILIZATION_MUSCAT, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 5
2, CIVILIZATION_GENEVA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 4
2, CIVILIZATION_JOHANNESBURG, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_LISBON, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_SINGAPORE, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 18, 0, 2, 1, 8, 0, 1, 4
2, CIVILIZATION_BOLOGNA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_KUMASI, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 3
2, CIVILIZATION_BRUSSELS, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 3
2, CIVILIZATION_JAKARTA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 4
2, CIVILIZATION_MOHENJO_DARO, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 3
2, CIVILIZATION_ANTIOCH, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 3
2, CIVILIZATION_HATTUSA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4
2, CIVILIZATION_HUNZA, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 16, 0, 2, 1, 6, 0, 3, 3
2, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_PORTUGAL, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0
3, CIVILIZATION_GAUL, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 42, 0, 3, 1, 18, 0, 8, 4
3, CIVILIZATION_KONGO, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 30, 0, 3, 3, 10, 0, 8, 4
3, CIVILIZATION_AZTEC, 1, 1, 0, 0, 5, 0, 0, 0, 7, 1, 30, 0, 3, 1, 10, 0, 8, 5
3, CIVILIZATION_ROME, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 30, 0, 3, 4, 10, 0, 10, 4
3, CIVILIZATION_BABYLON_STK, 1, 1, 0, 0, 5, 0, 0, 0, 7, 0, 26, 0, 2, 1, 16, 0, 8, 3
